,X,Year,Site,Temp,pcnt,Pop,PopWt,PopSE,Species,BMpcnt,pcntSE
1507,1507,2012,C09,15.15238095,0,-0.0792923,0.142857143,1.484916432,Species5,6.320777244,0.3
1508,1508,2012,C02,15.35952381,0,4.791188605,2,0.543786309,Species5,-0.973129471,0.3
1509,1509,2012,C69,15.35952381,0.333333333,0,1.00E-04,0,Species5,0.918458847,0.19245009
1512,1512,2011,C02,15.91428571,0,-5.193882348,3,0.798087804,Species5,-1.222590273,0.122474487
1513,1513,2011,C06,15.53095238,0.333333333,0.342527942,5.833333333,0.362042593,Species5,1.19920099,0.272165527
1514,1514,2011,C13,15.75238095,0.5,-0.116420043,0.25,1.22514792,Species5,-4.466835601,0.353553391
1515,1515,2011,C24,15.75238095,0.333333333,0.027795541,0.05,1.225735608,Species5,-0.438641686,0.1028689
1516,1516,2011,C43,15.53095238,0.529411765,6.272068054,0.5,3.482135314,Species5,-2.227869613,0.121057825
1517,1517,2011,C69,15.91428571,0.285714286,0,1.00E-04,0,Species5,-1.722721702,0.170746944
1518,1518,2011,C27,16.5452381,0,1.19597204,7,0.754266812,Species5,-16.1920859,0.3
1519,1519,2011,C75,15.53095238,0.133333333,0,1.00E-04,0,Species5,2.370057086,0.087770745
1520,1520,2011,C58,15.61904762,0,1.133420715,1.900584795,2.705564058,Species5,2.607810202,0.212132034
1521,1521,2013,C24,14.58809524,0,-0.247567389,0.4,2.418854159,Species5,-0.77527006,0.15
1523,1523,2013,C04,15.56666667,0,-0.303692427,2.5,0.534996331,Species5,-2.666138298,0.3
1524,1524,2013,C06,14.10238095,0,0.463834819,12.06666667,0.283728861,Species5,-5.122994128,0.173205081
1525,1525,2013,C02,15.32857143,0.5,-0.684878874,1,2.73803374,Species5,1.122688142,0.353553391
1526,1526,2013,C43,14.10238095,0,-7.656945172,2,0.548991028,Species5,0.318048344,0.113389342
1527,1527,2013,C58,14.36666667,0,-0.115581691,0.083333333,4.32140936,Species5,13.76776162,0.3
1528,1528,2013,C69,15.32857143,0,0,1.00E-04,0,Species5,-0.017193417,0.212132034
1532,1532,1999,C48,15.35263158,0,5.907176731,0.666666667,3.155867405,Species6,-1.831844256,0.3
1537,1537,2001,C48,16.8,0,0,1.00E-04,0,Species6,-6.570053806,0.3
1542,1542,2001,C30,16.67368421,0,5.753479257,2,0.54719389,Species6,2.331957273,0.3
1544,1544,1998,C04,16.02105263,0.5,-0.9634934,1.666666667,2.336870102,Species6,4.422332111,0.353553391
1550,1550,2000,C28,15.94736842,0,-0.062642999,0.079831933,3.902371314,Species6,5.667004873,0.3
1552,1552,2000,C32,15.91052632,0,0,1.00E-04,0,Species6,-1.545303384,0.3
1566,1566,2003,C30,17.48421053,0,5.063498784,1,2.876739629,Species6,-4.054944144,0.134164079
1568,1568,2004,C61,15.12631579,1,0,1.00E-04,0,Species6,1.408948553,0
1569,1569,2004,C48,15.13684211,0,-5.907176731,0.666666667,3.155867405,Species6,-5.582423962,0.212132034
1575,1575,2004,C53,15.06842105,1,0,1.00E-04,0,Species6,-0.432760289,0
1576,1576,2004,C30,15.49473684,0.4,-5.063498784,1,2.876739629,Species6,2.484793783,0.219089023
1578,1578,2004,C60,15.32631579,0.444444444,1.351556975,3,2.021730424,Species6,-2.915234023,0.165634665
1583,1583,1996,C06,12.82631579,0,0,1.00E-04,0,Species6,2.398402641,0.3
1584,1584,1996,C26,12.9,0.666666667,1.072432783,2,2.161403638,Species6,4.487493635,0.272165527
1590,1590,1996,C04,13.05789474,0.5,1.080109956,2,2.336870102,Species6,1.142293294,0.353553391
1595,1595,1997,C08,14.12105263,0,0.691357128,0.5,4.057141517,Species6,-1.330399386,0.3
1601,1601,1995,C07,14.87894737,0,-5.558114236,0.666666667,2.981146585,Species6,8.464001629,0.3
1603,1603,1995,C04,15.96315789,0,-1.080109956,2,2.336870102,Species6,-0.797700896,0.173205081
1604,1604,2010,C65,16.87894737,0,5.638354669,0.333333333,3.36729583,Species6,0.541445243,0.212132034
1606,1606,2010,C30,16.69473684,0.4,-5.063498784,1,2.876739629,Species6,-1.710416994,0.219089023
1609,1609,2010,C04,16.3,1,0.180455842,0.5,0.887713648,Species6,1.048269475,0
1613,1613,2010,C56,16.71052632,1,0,1.00E-04,0,Species6,1.311457562,0
1614,1614,2010,C58,15.62631579,0,6.598963058,2,0.548398703,Species6,0.271602098,0.173205081
1615,1615,2010,C69,16.25789474,0,-0.50857493,0.666666667,3.281008674,Species6,-6.432402646,0.3
1617,1617,2010,C19,16.3,0,4.864232301,1,2.776756571,Species6,13.75717555,0.3
1622,1622,2005,C09,17.9,0,5.170483995,0.5,2.930393112,Species6,5.703286564,0.3
1623,1623,2005,C30,18.93157895,0,5.063498784,1,2.876739629,Species6,-3.10690591,0.113389342
1624,1624,2005,C60,19.76842105,0,-0.681433463,2,0.953055144,Species6,-1.058202497,0.15
1629,1629,2007,C30,16.73684211,0.166666667,5.063498784,1,2.876739629,Species6,0.653147321,0.152145155
1630,1630,2007,C09,16.12631579,0,-4.767855768,0.333333333,2.930393112,Species6,-4.088669383,0.212132034
1634,1634,2007,C32,16.57368421,0,0,1.00E-04,0,Species6,0.532548515,0.3
1638,1638,2006,C30,17.01052632,0.444444444,-5.063498784,1,2.876739629,Species6,-0.554266112,0.165634665
1639,1639,2006,C46,15.28421053,0,0,1.00E-04,0,Species6,8.641879743,0.3
1641,1641,2006,C09,16.61578947,0,-0.402628227,0.166666667,5.860786223,Species6,-6.583745925,0.3
1643,1643,2006,C60,18.05789474,0.166666667,-0.670123512,1,2.078684921,Species6,-5.748881545,0.152145155
1648,1648,2012,C20,15.45789474,0,-0.440174521,0.781818182,2.833564142,Species6,-3.131456176,0.3
1650,1650,2012,C01,15.45789474,0,-0.181082495,0.3,2.795843181,Species6,11.81024911,0.3
1651,1651,2012,C04,15.8,0.5,0.180455842,0.5,0.887713648,Species6,-1.717121104,0.353553391
1653,1653,2012,C36,15.8,0,-5.769708921,3.333333333,0.456585843,Species6,-2.767636917,0.212132034
1656,1656,2012,C09,15.45789474,1,5.170483995,0.5,2.930393112,Species6,-3.847877925,0
1658,1658,2012,C47,15.12631579,0,0.688335991,0.333333333,3.21489814,Species6,-3.438662114,0.212132034
1661,1661,2012,C27,16.50526316,0.5,-0.684916681,1,2.740353614,Species6,-2.406612738,0.353553391
1664,1664,2008,C30,16.02105263,0,0,1.00E-04,5.063498784,Species6,0.378665134,0.134164079
1667,1667,2008,C69,15.78421053,0,0,1.00E-04,0,Species6,-0.343189526,0.3
1668,1668,2008,C32,15.93157895,0,0,1.00E-04,0,Species6,-0.671500683,0.3
1673,1673,2009,C09,16.74736842,0,0,1.00E-04,0,Species6,6.124518826,0.3
1675,1675,2009,C47,16.06842105,1,4.646068368,0.333333333,2.86913029,Species6,-2.12731575,0
1676,1676,2009,C30,17.33684211,0.428571429,0,1.00E-04,5.063498784,Species6,-1.477895734,0.187043906
1683,1683,2011,C01,16.01578947,0,-0.258093243,0.533333333,1.145433718,Species6,-5.692578322,0.3
1686,1686,2011,C27,16.49473684,0,-0.402706486,1,1.140576541,Species6,-3.237745437,0.15
1687,1687,2011,C78,16.23684211,0,0.400888441,1.5,0.844971661,Species6,1.527558665,0.3
1688,1688,2011,C36,16.23684211,1,1.196717633,2.333333333,2.975755116,Species6,-3.059026875,0
1689,1689,2011,C04,16.23684211,1,-0.180455842,0.5,0.901072964,Species6,3.439395924,0
1690,1690,2011,C47,16.08421053,0.5,0.683593692,0.166666667,2.86913029,Species6,1.210051189,0.353553391
1691,1691,2011,C56,16.43157895,0,0,1.00E-04,0,Species6,13.04975884,0.3
1693,1693,2011,C09,16.01578947,0.333333333,-5.170483995,0.5,2.930393112,Species6,-2.978299654,0.272165527
1696,1696,2011,C69,16.44736842,0.5,1.094858314,2,3.138104809,Species6,-2.38906961,0.353553391
1698,1698,2011,C58,16.22631579,0,-1.382217345,1.5,3.501987068,Species6,-1.833092001,0.173205081
1716,1716,2013,C47,14.6,1,0,1.00E-04,5.73826058,Species6,-2.564266711,0
1719,1719,2013,C18,16.2,0.666666667,0,1.00E-04,0.620283589,Species6,1.961206568,0.272165527
1721,1721,2013,C04,15.78421053,0.666666667,0.152815892,0.5,0.883131156,Species6,-3.348612667,0.272165527
1722,1722,2013,C06,14.31578947,0.5,0,1.00E-04,0,Species6,-1.397273352,0.353553391
1725,1725,2013,C36,15.78421053,0,5.26096158,2,0.545851899,Species6,-5.053499022,0.3
1731,1731,2013,C69,15.62105263,0.75,-6.15866162,2.666666667,0.691035073,Species6,-0.961558535,0.216506351
1732,1732,1995,C07,12.15,0,-0.20522206,3.121212121,0.382587105,Species7,-0.232191458,0.1
1733,1733,1995,C09,12.72777778,0.642857143,0.468773124,3.666666667,0.528349982,Species7,0.611993348,0.128060208
1734,1734,1995,C08,12.38888889,0.615384615,0.277854138,3.555555556,0.431879768,Species7,1.577956133,0.077903028
1738,1738,1997,C25,16.92777778,0.461538462,0.726649635,6,0.572773229,Species7,0.351891632,0.097767525
1739,1739,1997,C09,16.33888889,0.214285714,0.678879256,4.5,0.6038943,Species7,-0.265054945,0.109664211
1740,1740,1997,C24,16.01111111,0.571428571,0.468454498,11.5,0.298479393,Species7,-1.229774841,0.066130007
1741,1741,1997,C19,16.39444444,0,0,1.00E-04,0,Species7,-2.488070141,0.046291005
1746,1746,1997,C16,16.77222222,0,0.649154004,12,0.354763435,Species7,-1.431366688,0.212132034
1747,1747,1997,C20,16.33888889,0.467391304,1.111963124,31,0.311792466,Species7,0.933516417,0.052017626
1748,1748,1997,C07,15.95,0,-0.056820057,1.5,0.284125942,Species7,-0.488705761,0.15
1749,1749,1997,C32,16.97222222,0.5,-0.272141319,3.047619048,0.434360271,Species7,4.886854612,0.353553391
1750,1750,1997,C11,16.6,0.2,1.731643855,24,0.481098883,Species7,-0.234921424,0.178885438
1751,1751,1997,C02,16.6,0.571428571,-0.504785639,20,0.238042266,Species7,-0.304004531,0.076360355
1752,1752,1997,C08,16.97222222,0.75862069,-0.10815459,1.425,0.414780355,Species7,-0.380335622,0.079462708
1754,1754,2004,C43,15.23333333,0.621212121,1.114036759,0.55,1.997983309,Species7,0.243525806,0.059709857
1755,1755,2004,C61,16.09444444,0.705882353,0.042416871,0.433333333,0.453245524,Species7,0.723181112,0.055255085
1756,1756,2004,C02,15.82777778,0.796460177,0.119733251,6.333333333,0.196364313,Species7,-0.792422318,0.037876296
1757,1757,2004,C46,14.82777778,0.375,0.083994844,0.232142857,0.995852857,Species7,0.311530704,0.171163299
1759,1759,2004,C48,16.13333333,0.5,0.971481849,2.083333333,2.537035133,Species7,-1.549257201,0.176776695
1760,1760,2004,C56,16.12222222,0.363636364,-0.227904458,2.333333333,0.433449173,Species7,-0.785909431,0.145040734
1762,1762,2004,C53,15.96111111,0.25,0,1.00E-04,0.266771661,Species7,1.014722678,0.153093109
1763,1763,2004,C09,16.06111111,0.6875,-0.029010378,0.428571429,0.373129398,Species7,-0.412789032,0.115878101
1764,1764,2004,C30,15.93333333,0,0,1.00E-04,1.084913444,Species7,-0.675752647,0.15
1765,1765,2004,C24,15.66666667,0.377777778,0.262072735,5.666666667,0.313466154,Species7,0.584451111,0.072274435
1766,1766,2004,C13,15.66666667,0.317073171,0.176264598,3,0.354338574,Species7,-0.555693203,0.072673304
1770,1770,2004,C55,16.09444444,0.416666667,-0.201101796,13.83333333,0.176851826,Species7,0.11740782,0.142318761
1771,1771,2004,C31,15.53333333,0.333333333,0.507517089,3.133333333,0.584804315,Species7,1.522708508,0.272165527
1772,1772,1998,C19,14.71111111,0,6.398594935,1,3.545454911,Species7,-2.135444105,0.058834841
1773,1773,1998,C32,14.64444444,0,0.172399337,1.833333333,0.449771953,Species7,0.262164394,0.173205081
1774,1774,1998,C08,14.64444444,0.736842105,-0.021378754,0.263888889,0.418899956,Species7,0.333664651,0.071433778
1775,1775,1998,C07,14.41111111,0,0.194227793,5.5,0.268982791,Species7,-3.081352746,0.3
1776,1776,1998,C02,14.71111111,0.513513514,0.623026878,26.33333333,0.221134286,Species7,-0.977497506,0.082169466
1777,1777,1998,C28,14.86111111,0,-0.128374054,0.682051282,0.652613488,Species7,5.615666493,0.3
1779,1779,1998,C24,14.90555556,0.638888889,0.032006715,1,0.256689366,Species7,-0.432159467,0.08005378
1780,1780,1998,C09,14.70555556,0.181818182,-0.247217063,2,0.499331562,Species7,1.019175614,0.1162913
1782,1782,1998,C20,14.70555556,0.675675676,-0.408786144,15.5,0.229926362,Species7,2.690318211,0.054418059
1783,1783,1998,C25,14.87222222,0.294117647,-0.090011095,1,0.432059137,Species7,1.464637347,0.110510169
1784,1784,1998,C04,14.71111111,0,0.800340748,5,0.679934604,Species7,2.353372092,0.212132034
1785,1785,1998,C11,14.71111111,0.25,-1.054252021,19,0.383019727,Species7,0.994076475,0.216506351
1786,1786,1998,C45,14.46111111,0,0.011704359,0.222222222,0.299635555,Species7,1.180595622,0.083205029
1787,1787,1998,C43,14.20555556,0.75,-0.31591957,0.75,1.028157967,Species7,0.242890621,0.125
1788,1788,2000,C32,14.76666667,0.666666667,-0.369238774,2.714285714,0.558098014,Species7,4.73990451,0.272165527
1789,1789,2000,C08,14.76666667,0.818181818,-0.598587971,5,0.514570853,Species7,-0.002583288,0.082230367
1790,1790,2000,C09,14.56111111,0.285714286,-0.565956869,4.666666667,0.482714337,Species7,0.435464506,0.170746944
1791,1791,2000,C24,14.31666667,0.736842105,-0.417223578,11,0.284424984,Species7,-0.154581626,0.071433778
1792,1792,2000,C02,14.7,0.585365854,-1.256003823,41.33333333,0.271858242,Species7,0.309617989,0.076940375
1793,1793,2000,C28,14.59444444,1,0.074738535,0.448484848,0.621096256,Species7,-0.561051732,0
1795,1795,2000,C14,14,0,0,1.00E-04,0,Species7,-0.869853028,0.173205081
1796,1796,2000,C13,14.31666667,0.333333333,-0.417473146,11,0.29152797,Species7,0.359372553,0.062439054
1797,1797,2000,C31,14.32777778,0,0.085927075,0.5,0.592778255,Species7,0.618353502,0.212132034
1800,1800,2000,C43,13.75555556,0.64,-0.29721862,0.583333333,2.34223146,Species7,0.398859318,0.096
1801,1801,2000,C11,14.7,0,0.063873107,1,0.356735696,Species7,3.259468927,0.212132034
1803,1803,1999,C08,14.68888889,0.825,-0.095393586,1.111111111,0.419996636,Species7,0.286731149,0.060078074
1804,1804,1999,C02,14.41111111,0.784946237,0.017454927,1,0.187913531,Species7,0.523055758,0.04260416
1805,1805,1999,C28,14.68333333,0,0.148994131,0.8,0.618981171,Species7,-7.009422221,0.3
1806,1806,1999,C20,14.59444444,0.731543624,-0.291014174,7.75,0.274052237,Species7,1.171091969,0.036304783
1807,1807,1999,C13,14.62222222,0.453333333,0.015634808,0.5,0.250115479,Species7,-0.690227107,0.057483009
1808,1808,1999,C24,14.62222222,0.516129032,0.015627217,0.5,0.251084861,Species7,0.511993983,0.089755915
1809,1809,1999,C04,14.66111111,0,-0.401215855,3,0.528590512,Species7,2.20385747,0.212132034
1810,1810,1999,C25,14.76666667,0.416666667,0.132150121,1.5,0.419097567,Species7,0.659303829,0.100634561
1811,1811,1999,C46,13.39444444,0.846153846,-0.005001817,0.005494505,3.740149742,Species7,1.561201211,0.100068252
1812,1812,1999,C47,13.64444444,0.588235294,0.364461919,6.166666667,0.378911576,Species7,-0.003970239,0.119364625
1813,1813,1999,C32,14.68888889,0,-0.27525345,2.785714286,0.461142545,Species7,-1.019089531,0.15
1814,1814,1999,C09,14.59444444,0.533333333,0.414868232,3.666666667,0.493764914,Species7,0.885390918,0.128812238
1817,1817,1999,C07,14.25,0,-1.41664176,23.6,0.438057139,Species7,3.111909356,0.173205081
1820,1820,1999,C43,14.05555556,0.5,0.116751375,0.25,1.142328131,Species7,0.309835244,0.125
1821,1821,2001,C08,13.36111111,0.333333333,0.23761089,1.636363636,0.556031126,Species7,2.599390523,0.272165527
1822,1822,2001,C02,13.80555556,0.66,1.20269754,38.33333333,0.29002699,Species7,1.0658956,0.066992537
1824,1824,2001,C48,13.52222222,0.333333333,-0.283953589,0.416666667,2.537035133,Species7,1.907486827,0.19245009
1825,1825,2001,C46,12.33333333,0,-0.262659949,0.307692308,3.740149742,Species7,-2.838122835,0.134164079
1826,1826,2001,C09,13.27222222,0,0.093362692,0.6,0.571420609,Species7,1.594488391,0.3
1828,1828,2001,C24,13.22222222,0.611111111,0.447763929,12,0.28058624,Species7,0.001597038,0.114904386
1829,1829,2001,C30,13.41111111,0,0,1.00E-04,1.253485558,Species7,0.569559203,0.3
1831,1831,2001,C11,13.80555556,0.5,0.359862097,7,0.343245401,Species7,1.878905322,0.144337567
1832,1832,2001,C13,13.22222222,0.444444444,0.075574086,1.666666667,0.296427217,Species7,-0.515160824,0.082817332
1833,1833,2001,C43,12.90555556,0.617647059,0.496386815,1.083333333,2.199166773,Species7,-0.711556189,0.083341814
1834,1834,2001,C32,13.36111111,0,-0.108524539,0.625,0.618489941,Species7,-3.804693757,0.3
1835,1835,2003,C53,18.42777778,0,0.808704531,14,0.354215354,Species7,1.119511351,0.122474487
1836,1836,2003,C08,18.65555556,0.928571429,0.274407609,2.4,0.497907869,Species7,-0.340281434,0.034415147
1837,1837,2003,C02,17.92222222,0.717948718,0.26697615,11.66666667,0.207707607,Species7,-1.043201818,0.072057377
1838,1838,2003,C46,16.35,0.538461538,1.307493326,1.932692308,2.411400821,Species7,-0.271193525,0.097767525
1840,1840,2003,C48,18.69444444,0,0.219428918,0.25,3.987894128,Species7,-2.333953734,0.212132034
1841,1841,2003,C56,18.59444444,0.25,0.123815268,1.333333333,0.452431599,Species7,0.713571768,0.216506351
1842,1842,2003,C09,18.13333333,0,0.420259103,5.142857143,0.417496512,Species7,1.993107853,0.3
1844,1844,2003,C24,17.83333333,0.75,0.035885799,0.666666667,0.331389907,Species7,-0.295114749,0.0625
1845,1845,2003,C30,18.24444444,0,-0.68797921,2,1.08026074,Species7,-1.480250826,0.212132034
1846,1846,2003,C20,18.13333333,0.677419355,-0.325493411,9.5,0.272714035,Species7,0.082364206,0.059367958
1847,1847,2003,C13,17.83333333,0.5,0.066408221,1,0.369414711,Species7,-0.436211357,0.060633906
1848,1848,2003,C43,17.27777778,0.735849057,-1.552052269,1,2.339938217,Species7,-0.560161347,0.060559533
1850,1850,2003,C11,17.92222222,0,-0.645871261,6.5,0.493958911,Species7,2.164216927,0.3
1851,1851,2003,C31,17.55555556,0.25,-0.301349505,1.666666667,0.67985963,Species7,-0.522086237,0.216506351
1853,1853,2003,C55,18.65555556,0.5,0.680895684,37.5,0.192822412,Species7,0.874394931,0.353553391
1854,1854,2003,C32,18.65555556,0,0.168676289,1.142857143,0.604949204,Species7,0.439701938,0.3
1856,1856,2002,C46,15.06111111,0,-0.357224305,0.307692308,3.740149742,Species7,1.275772236,0.134164079
1857,1857,1994,C09,12.71666667,0.384615385,-0.682388754,6,0.491298577,Species7,2.419534156,0.134932003
1858,1858,1996,C09,16.96666667,0.058823529,-0.749346681,5.166666667,0.570282646,Species7,0.116626667,0.057067206
1859,1859,1996,C24,16.71111111,0.393939394,-0.050653711,1,0.32129956,Species7,-0.88620329,0.085058117
1860,1860,1996,C19,16.9,0,0,1.00E-04,0,Species7,-0.888355229,0.113389342
1863,1863,1996,C11,16.93333333,0,-0.458210452,3,0.628473067,Species7,1.690576627,0.1
1865,1865,1996,C16,16.72777778,0,0.761684232,7,0.492223454,Species7,0.995751989,0.106066017
1866,1866,1996,C20,16.96666667,0.483870968,-0.934796441,23.5,0.272233049,Species7,0.932130946,0.089755915
1867,1867,1996,C08,17.47222222,0.658536585,-0.052927208,0.755555556,0.378150073,Species7,-0.370035839,0.074057682
1868,1868,1996,C02,16.93333333,0.580645161,0.14934464,7,0.22261067,Species7,-0.583282087,0.088626865
1869,1869,1996,C06,15.57777778,0,0.255212962,0.555555556,1.139896278,Species7,-8.364477109,0.3
1870,1870,1996,C31,16.25555556,0.25,0.686623665,5.5,0.55905893,Species7,0.82121353,0.216506351
1871,1871,1996,C04,16.9,0,-0.893708463,3,0.941214257,Species7,9.689135861,0.3
1872,1872,2007,C24,16.99444444,0.482758621,-0.098864852,2,0.315953025,Species7,-0.35390839,0.092792452
1873,1873,2007,C69,17.78888889,0.651162791,-0.166393784,1,0.614914081,Species7,-0.406639857,0.072681179
1874,1874,2007,C02,17.78888889,0.592592593,1.643821911,87.5,0.233205917,Species7,-0.054033296,0.094560702
1875,1875,2007,C46,15.77222222,0.375,0.424507755,2.833333333,0.614794488,Species7,1.379928578,0.171163299
1876,1876,2007,C53,17.9,0,0.615601926,18.5,0.253029824,Species7,2.290726011,0.3
1877,1877,2007,C09,17.48333333,0.583333333,0.106563862,1.442857143,0.381272894,Species7,0.938387514,0.142318761
1878,1878,2007,C32,17.81666667,0.111111111,-1.200204006,2.5,1.983272658,Species7,-1.461119253,0.10475656
1879,1879,2007,C56,17.51666667,0,0.086142731,1,0.419463131,Species7,-0.208862989,0.173205081
1883,1883,2007,C13,16.99444444,0.461538462,0.085975782,1.666666667,0.294843119,Species7,-0.652485733,0.138264159
1885,1885,2007,C30,17.18888889,0,0,1.00E-04,1.084913444,Species7,-1.931004191,0.15
1886,1886,2007,C31,16.46666667,0.333333333,0.276014912,1.866666667,0.577295737,Species7,-1.19335043,0.272165527
